id,score,kill,reason,idea
2854,8,False,Standard momentum and volatility indicators.,"Trade breakouts when the Chande Momentum Oscillator crosses above/below its 20-period EMA during a narrowing Keltner Channel bandwidth, filtered by a surge in volume exceeding the 10-day average."
2855,8,False,"Uses VWAP, BB, volume - all OHLCV.","Combine VWAP divergence with Bollinger Band width contraction to signal mean-reversion entries when volume spikes exceed 90-day average, exiting on Bollinger expansion crossing historical volatility percentile."
2856,8,False,Standard volatility and momentum indicators.,"Trade volatility squeezes using a Bollinger Band-Keltner Channel crossover confirmed by a sudden spike in volume exceeding 20-day average, with exits triggered by parabolic SAR flipping direction."
2857,1,True,Requires liquidation cluster data.,"Trade breakouts when price approaches high-liquidation clusters with Bollinger Bandwidth at 10-day lows, targeting cluster midpoints and using volatility expansion as exit signal."
2858,1,True,Requires VIX data for position sizing.,"Trade volatility regime shifts using a hybrid signal combining Bollinger Band squeeze, Keltner Channel breakout, and relative volume spikes, with dynamic position sizing based on VIX contango/backwardation."
2859,9,False,"Pure price/volume breakout, clear rules.","Trade breakouts when price crosses a 20-day Donchian channel while volume exceeds its 30-day average by 2 standard deviations, exiting on a 5-day low/high close."
2860,1,True,Requires liquidation cluster data.,"Trade breakouts when liquidation clusters align with Bollinger Band squeezes, entering on a confirmed volume surge and exiting at opposing liquidity zones."
2861,9,False,Classic volatility squeeze using OHLCV only.,"Trade long volatility breakouts when price exits a Bollinger Squeeze (20-day SMA with 2.5σ bands) accompanied by a 50% surge in volume, exiting on retracement inside the bands or a 3x ATR stop."
2862,8,False,"Uses ATR, BB, volume - all standard.","Volatility contraction plays using a 3-day SMA of ATR dipping below Bollinger Band width coupled with relative volume under 0.5, entering on the breakout candle's close with a stop at the contraction range extreme."
2863,9,False,Clear volatility contraction logic with OHLCV.,"Volatility contraction breakout strategy using Bollinger Band width threshold with confirmation from increasing volume, entering on a close outside the bands and exiting via a trailing stop based on the contraction period's ATR."
2864,9,False,"Simple price/volume breakout, perfect for crypto.","A breakout strategy that triggers when price crosses a 20-day high/low while accompanied by a 50% spike in volume above its 30-day average, with exits based on a trailing 2x ATR stop."
2865,8,False,"Uses volume z-score and BB width, clear rules.","Enter long/short positions when the 10-day volume z-score exceeds ±2 alongside a Bollinger Bandwidth contraction below 1%, exiting on a 3-day ATR breakout in the opposite direction."
2866,7,False,"Good concept, but 6-month low is long for 15m.","Trade breakouts when price crosses a 50-period EMA while the Bollinger Band width is at a 6-month low, exiting on a 2x ATR move or when bands widen significantly."
2867,1,True,Requires liquidation heatmap data.,"Trade reversals when a 4-hour TWAP crosses under a volatility-adjusted Bollinger Band (2σ) while the liquidation heatmap shows a cluster of stop-losses within 1% of price, exiting at mean reversion or 1.5x ATR stop."
2868,8,False,Standard volatility squeeze with CMF filter.,"A volatility-squeeze strategy that enters long when Bollinger Band width contracts below a 10-day threshold and Chaikin Money Flow rises above zero, exiting on a 2x ATR breach of the upper band."
2869,9,False,"Clear volatility/volume breakout, OHLCV only.","Trade breakouts when Bollinger Band width contracts to a 20-day low while volume spikes above its 50-day average, with exits on opposing band touch."
2870,8,False,"Pure OHLCV indicators, clear rules, good for crypto","Enter a contrarian trade when price breaches VWAP +/- 2.5x 20-period Bollinger Band width (adjusted by 14-period Keltner Channel volatility), confirmed by Chaikin Oscillator crossing zero with 1."
2871,9,False,"Clear breakout with volume confirmation, works on crypto",A breakout strategy that triggers when price crosses a 20-day high/low while the Chaikin Money Flow confirms the move with a 3-day consecutive trend in the same direction.
2872,9,False,"Bollinger + ADX + R:R, excellent for crypto volatility","A breakout strategy that triggers when price crosses the 20-day Bollinger Band while the ADX rises above 25, with exits based on a 2:1 reward-to-risk ratio using recent swing highs/lows."
2873,8,False,"Band width + volume, clear entry/exit, crypto compatible","Trade volatility contractions using Bollinger Band Width crossing below a threshold combined with declining volume profile, entering on the breakout candle's close and exiting at opposite band touch."
2874,9,False,"Squeeze + volume spike + trailing stop, perfect fit","Trade breakouts from a Bollinger Band and Keltner Channel squeeze (price within both bands) with confirming volume spike above 1.5x 20-day average, using dynamic exits via Chandelier Stop trailing 3x ATR."
2875,1,True,Requires liquidation cluster data (external feed),"Enter short positions when price approaches a high liquidation cluster zone during a Bollinger Band squeeze, exiting on a volatility expansion signal or a fixed ATR target."
2876,1,True,Requires VIX and put/call ratio (external data),"Enter long when price consolidates within 1% range for 5 consecutive days alongside declining VIX and rising put/call ratio, targeting volatility expansion exit via 2x ATR trail."
2877,9,False,"Bollinger + volume oscillator + R:R, excellent crypto fit","A breakout strategy that triggers when price exceeds the upper Bollinger Band while the Klinger Volume Oscillator confirms accumulation, with exits based on a 2:1 risk-reward ratio."
2878,8,False,"Squeeze + Donchian + volume, clear rules for crypto","Trade volatility contractions using a Bollinger Band and Keltner Channel squeeze, entering when price breaks the 20-period Donchian Channel with confirming volume surge, exiting on opposing squeeze signal."
2879,7,False,"EFI + Choppiness + volume, needs parameter tuning","Trade breakouts when Elder Force Index crosses a dynamic threshold set by Choppiness Index, exiting on opposing EFI signal or when volume profile shows declining participation."
2880,10,False,"EMA crossover + volume + R:R, perfect OHLCV strategy","Trade breakouts when the 20-period EMA crosses the 50-period EMA with volume exceeding its 30-day average, exiting on a 2:1 risk-reward ratio or when the opposite EMA crossover occurs."
2881,8,False,"ATR + Volume-Weighted MACD + trailing stop, good fit","Enter long when the 14-day Average True Range (ATR) falls below its 20-day SMA and the Volume-Weighted MACD crosses above zero, exiting on a 2x ATR trailing stop."
2882,9,False,"Donchian + VWMA + trailing ATR, excellent crypto strategy","A breakout strategy that triggers when price crosses both a 20-period Donchian channel and a 50-period volume-weighted moving average simultaneously, with exits based on a trailing 3x ATR stop."
2883,8,False,"Squeeze + volume surge, clear entry/exit, minor tuning","Volatility squeeze strategy combining Bollinger Band and Keltner Channel crossovers with a volume surge filter, entering long/short when bands cross channels and volume exceeds 50-day average, exiting on opposite channel touch."
2884,7,False,"Band width + volume, 3-month lookback needs adaptation","Trade breakouts when the 20-period Bollinger Band width contracts to its lowest level in 3 months, confirming with a surge in volume exceeding the 50-day average by 200%."
2885,9,False,"Bollinger + ADX + R:R, classic breakout for crypto","A breakout strategy that triggers when price exceeds the upper Bollinger Band while the ADX rises above 25, with exits based on a 2:1 risk-reward ratio."
2886,7,False,"Bollinger + SMA + Keltner, vague volatility cluster term","Trade Bollinger Band breakouts during high volatility clusters with volume confirmation, entering on retracement to the 20-period SMA and exiting when the Keltner Channel width contracts by 30%."
2887,8,False,"Donchian + VWMA + band width, good crypto strategy","A breakout strategy that triggers when price crosses both a 20-period Donchian channel and a 50-period volume-weighted moving average, with exits based on Bollinger Band width contraction."
2888,7,False,"VWAP + Bollinger + ADX, complex but OHLCV only","Mean-reversion strategy using VWAP divergence from Bollinger Bands during low ADX periods, entering when price breaches bands while volume-weighted average price converges, exiting on Bollinger Band touch or ADX surge."
2889,10,False,"MA cross + volume + trailing stops, perfect crypto fit","Trade breakouts when the 50-day moving average crosses the 200-day while volume spikes above its 20-day average, with exits triggered by a 2x ATR stop or 5% trailing stop."
2890,2,True,References overnight/pre-market sessions (stock-specific),"Trade breakouts when overnight session's anchored VWAP converges with pre-market high/low and volume surge exceeds 20-day average by 150%, targeting 1.5x ATR profit."
2891,10,False,"EMA cross + volume + R:R, ideal OHLCV strategy","A breakout strategy that triggers when price crosses both a 20-period and 50-period exponential moving average simultaneously with volume exceeding its 30-day average, exiting on a 2:1 risk-reward ratio."
2892,7,False,"EFI + Vortex + volume, complex but OHLCV only","Combine Elder's Force Index crossing a dynamic volatility threshold with Vortex Indicator trend confirmation, entering trades only during volume surges and exiting via Chandelier Stop reversed to trail profits."
2893,9,False,"Bollinger + MACD + R:R, excellent momentum for crypto","A momentum strategy that triggers long entries when price breaks above the upper Bollinger Band while MACD crosses above zero, with exits on a 2:1 risk-reward ratio."
2894,9,False,"High/low + CMF + EMA exit, clear rules for crypto","A breakout strategy that triggers when price crosses a 20-day high/low while the Chaikin Money Flow confirms the move with a 3-day streak in the same direction, exiting on a 5-day EMA crossover."
2895,9,False,"Pure OHLCV indicators, clear rules, well-defined for crypto 15m","A breakout strategy that triggers when price crosses a 20-day Donchian channel while the 3-day average true range is above its 30-day median, with exits based on a trailing 2x ATR stop."
2896,8,False,"ADX and OBV divergence works, clear entry/exit logic","Combine ADX trend strength with OBV divergence: go long when ADX > 30 and OBV forms higher lows while price makes lower lows, exit on ADX drop below 25."
2897,8,False,"Bollinger Width, Vortex, ATR - all OHLCV compatible","Volatility contraction breakout using Bollinger Band Width threshold crossed below historical percentile, combined with Vortex Indicator directional confirmation, exiting on band expansion beyond dynamic ATR-based levels."
2898,7,False,Good logic but '45 degrees' slope needs parameter tuning,"A breakout strategy that triggers when price crosses a 20-period Donchian channel while the 50-period moving average slope exceeds 45 degrees, with exits on 2x ATR trailing stop."
2899,6,False,"Volume spike and fractals okay, but fractal exits vague","A breakout strategy that triggers when price crosses both a 20-period Donchian channel and a 3x volume spike, with exits based on fractal reversals."
2900,8,False,"OBV, Bollinger Bands, ADR - all standard OHLCV indicators","Enter long when On-Balance Volume reaches a 20-day high while price touches the lower Bollinger Band, exit at upper band, with trades only valid if ADR exceeds its 30-day median."
2901,1,True,Requires order book and liquidation data,"Trade breakouts when price approaches high liquidation clusters identified via order book delta imbalance, with entries triggered by a volatility contraction below 10-day ATR and exits using a dynamic trailing stop based on recent candle volatility."
2902,1,True,Requires funding rates and liquidation heatmaps,"Trade long/short reversals when the 4-hour funding rate diverges from the 1-hour liquidation heatmap clusters, exiting at opposing liquidation density zones."
2903,1,True,Requires on-chain data and funding rates,"Trade volatility contraction breakouts filtered by on-chain liquidity levels and volume surges, entering only when Bollinger Bands width is below a historic percentile and funding rates are neutral."
2904,9,False,"Donchian, EMA volume, ATR stop - perfect OHLCV fit","A breakout strategy that triggers when price crosses a 20-day Donchian channel while the 5-day EMA of volume exceeds its 50-day EMA, with exits based on a trailing 3x ATR stop."
2905,8,False,"Heikin-Ashi, Bollinger Bands, TSI, volume - all OHLCV","Trade breakouts when the 4-hour Heikin-Ashi candle closes beyond Bollinger Bands while the 1-hour TSI crosses its signal line, filtered by increasing volume exceeding 20-day rolling average."
2906,8,False,"VWAP, volume spike, Bollinger expansion - good crypto fit","A volatility and volume convergence strategy that triggers long entries when price breaks above the VWAP with a 50% volume spike and Bollinger Band expansion, exiting on a 15% contraction in band width."
2907,9,False,"ATR, volume surge, trailing stop - clear and compatible","Trade breakouts when 3-day ATR falls below 10-day average and volume surges above 150% of its 20-day median, exiting via trailing stop at 2x ATR from entry."
2908,1,True,Requires funding rates and liquidation data,"Enter long positions when perpetual swap funding rates reach extreme negative levels alongside a 15-minute volume spike exceeding 200% of the 10-day average, exiting upon price retracing 50% of the initial liquidation-driven move."
2909,9,False,"Bollinger width, volume spike, clear exit rules - excellent","Trade breakouts when the 20-period Bollinger Band width contracts to its lowest level in 30 days while volume spikes above its 10-day average, with exits on Bollinger Band touch or 2:1 risk-reward."
2910,8,False,"Keltner, Choppiness Index, EMA - all OHLCV indicators","Trade breakouts when price exits Keltner Channels while Choppiness Index drops below 35, entering on retracements to the 20-period EMA and exiting when Choppiness crosses above 60."
2911,1,True,Requires TICK and TRIN equity market data,"Long volatility strategy triggered by consecutive opposing price gaps exceeding historical volatility thresholds, with exits on volume-driven trend exhaustion signals from TICK and TRIN indicators."
2912,9,False,"Bollinger width percentile, volume surge, ATR stop - perfect","A volatility squeeze strategy that triggers long entries when Bollinger Bandwidth contracts below its 10th percentile and volume surges above the 50-day average, exiting on a 2x ATR trailing stop."
2913,9,False,"Donchian, ADX, ATR stop - classic breakout strategy","A breakout strategy that triggers when price closes above/below a 20-day Donchian channel while the ADX crosses above 25, with exits based on a trailing 3x ATR stop."
2914,9,False,"EMA, ADX, ATR stop - simple and effective for crypto","A breakout strategy that triggers when price crosses a 50-period EMA while the ADX rises above 25, with exits based on a trailing 2x ATR stop."
2915,8,False,"Bollinger width, VWAP, volume - all OHLCV compatible","Trade volatility contraction breakouts using a combination of Bollinger Band Width percentile and VWAP deviation, entering when both metrics fall below historic thresholds and exiting on volume-confirmed expansion."
2916,7,False,"Hybrid squeeze concept okay, but 'volume contraction' unclear","Trade volatility compression breakouts using a Bollinger Band-Keltner Channel hybrid squeeze, triggering entries when price breaches the 1.5x average true range threshold with confirming volume contraction, exiting on ADX trend weakness signals."
2917,9,False,"Bollinger width contraction, volume surge, clear entry - excellent","Volatility squeeze breakout strategy using Bollinger Band width contraction below historical percentile combined with a surge in volume exceeding 1.5x 20-day average, entering on confirmed candle close outside the bands."
2918,9,False,Donchian channel with Bollinger width compression - strong signal,"A breakout strategy that triggers when price crosses a 20-day Donchian channel while the Bollinger Band width is at its lowest 10% percentile, signaling compression before expansion."
2919,7,False,Good concept but '6-month low' timeframe mismatch for 15m,"Trade breakouts when price crosses a 50-period EMA while the Bollinger Band width is at a 6-month low, with exits based on a 2:1 risk-reward ratio."
2920,9,False,"Pure OHLCV indicators, clear entry/exit logic.","Trade on Vortex Indicator crossovers combined with volume spikes above 90-day average, filtered by Bollinger Band width contraction below 0.5*ATR, with exits triggered by a trailing 3x ATR stop."
2921,8,False,"Uses OHLCV indicators, clear entry logic.","Trade volatility contractions using a normalized blend of Keltner Channel width and ADX, entering on breakout when volume surges past its 20-day exponential z-score threshold."
2922,1,True,Requires liquidation cluster heatmap data.,"Trade long/short when price approaches a dense liquidation cluster zone (derived from aggregated exchange heatmaps) and the 1-hour Keltner Channel contracts below a volatility threshold, exiting on Bollinger Bandwidth expansion."
2923,8,False,"Uses VWAP, BB, clear OHLCV logic.","Enter long when price crosses above VWAP concurrent with Bollinger Band expansion, exit when Bollinger Bandwidth contracts below a 10-day low."
2924,7,False,EMA slope in degrees is vague but workable.,"A breakout strategy that triggers when price crosses a 20-period Donchian Channel while the 50-period EMA slope exceeds 30 degrees, with exits on RSI(14) crossing 70/30."
2925,8,False,"Uses BB, ADX, volume, clear entry.","Volatility squeeze reversal strategy using Bollinger Bands width contraction below historical percentile combined with ADX surge above 25, entering on breakout candle close with volume confirmation."
2926,8,False,Clear BB squeeze with ADX filter.,"Trade Bollinger Band squeezes combined with ADX trend confirmation: enter long/short when price breaks the squeeze range with ADX above 25, and exit on opposing ADX cross below 20 or volatility contraction."
2927,1,True,Requires liquidation cluster data.,"Trade counter-trend reversals when hourly liquidation clusters exceed 90th percentile levels and price crosses below 20-period volatility-adjusted Bollinger Band, with profit targets based on recent liquidation density zones."
2928,9,False,"Pure OHLCV, clear entry/exit rules.","Trade breakouts when Bollinger Band width contracts to a 20-day low while volume spikes above its 30-day average, exiting on a 2:1 risk-reward ratio."
2929,9,False,"Uses ADX, EMA, volume, ATR stop.","Enter long positions when a 10-period ADX rises above 30, price retraces to the 20-period EMA with volume exceeding 1.5x 20-day average, and exit using a trailing stop set at 2x the 14-period ATR."
2930,8,False,"Uses Donchian, MACD, Parabolic SAR.","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the MACD histogram shows increasing momentum, with exits based on parabolic SAR reversals."
2931,8,False,"Uses Donchian, volume, BB squeeze exit.","A breakout strategy that triggers when price crosses a 20-day Donchian channel while the 3-day average volume exceeds the 20-day average by 150%, with exits based on Bollinger Band squeezes."
2932,8,False,"BB width, volume surge, clear logic.","Trade volatility contraction breakouts signaled by narrowing Bollinger Bands width crossing below historical percentile, filtered by confirming volume surge above 50-day average."
2933,8,False,"BB, volume, MACD, clear entry logic.","Volatility squeeze strategy combining Bollinger Bandwidth percentile, volume acceleration, and a momentum filter, entering when bands expand from the narrowest 5% levels with confirming MACD crossover."
2934,7,False,"EMA cross, volume, BB, but vague on narrowing.","A breakout strategy that triggers when price crosses both a 20-period and 50-period exponential moving average simultaneously, with confirmation from above-average volume and narrowing Bollinger Bands."
2935,8,False,"BB, Keltner, volume, clear entry/exit.","Volatility squeeze strategy triggering entries when Bollinger Bands cross inside Keltner Channels on declining volume, exiting when bands expand with volume surge above 20-day average."
2936,1,True,Requires perpetual swap funding rate data.,"Short when perpetual swap funding rates exceed 90th percentile and price breaks below 50-period SMA on rising volume, exiting at 2x ATR trailing stop or funding rate normalization."
2937,8,False,"Uses Donchian, Chaikin Money Flow, Parabolic SAR.","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the Chaikin Money Flow crosses zero, with exits based on parabolic SAR reversals."
2938,1,True,Requires order book imbalance data.,"Trade volatility contraction breakouts near high liquidity zones by entering when Bollinger Band width reaches a 20-day low and price approaches a significant order book imbalance level, exiting on volatility expansion or target hit."
2939,9,False,"Pure OHLCV, clear breakout with ATR stop.","Trade breakouts when Bollinger Band Width hits a 20-day low and volume surges above its 50-day average, entering on the direction of the breakout with exits triggered by a 2x ATR trailing stop."
2940,8,False,"MA cross, volume, R:R exit, works on crypto.","Trade breakouts when the 50-day moving average crosses the 200-day MA while volume spikes above its 20-day average, exiting on a 2:1 reward-to-risk ratio or when the opposite MA crossover occurs."
2941,9,False,Clear BB squeeze breakout with ATR stop.,"A volatility squeeze breakout strategy that triggers long/short entries when Bollinger Band width contracts below its 20-day low and price closes outside the bands, with exits on opposing band touch or fixed ATR-based stop."
2942,1,True,Requires VIX and VVIX data.,"Trade VIX-VVIX divergence during high volume spikes, entering when VIX falls below its 20-day SMA while VVIX rises above its upper Bollinger Band, exiting on volatility contraction signaled by narrowing Bollinger Bandwidth."
2943,8,False,"BB, Keltner, volume, clear entry/exit.","Volatility squeeze breakout strategy using Bollinger Bands and Keltner Channels, entering when price breaks outside both bands with confirming volume surge, exiting at opposing channel extremes or swing failure."
2944,7,False,"BB, RSI, volume, SMA exit, but RSI divergence vague.","Volatility contraction strategy entering when Bollinger Band width hits a 10-day low and RSI diverges from price on declining volume, exiting at 20-period SMA crossover."
2945,9,False,"Pure OHLCV breakout with volume confirmation, clear rules.","A breakout strategy that triggers when price crosses both a 20-day high/low and a 3-day exponential moving average, with confirmation from increasing volume above its 10-day average."
2946,8,False,"Uses OHLCV indicators (CMF, ADX, SMA) with clear entry/exit.","Enter long when the 3-day Chaikin Money Flow crosses above the 20-day SMA while the ADX rises above 25, exit on CMF reversal below zero or ADX drop below 20."
2947,9,False,"Volatility contraction/expansion with volume, clear exit logic.","Trade breakouts when the 20-period Bollinger Band width contracts to its lowest level in 30 days while volume spikes above its 50-day average, exiting on a return to mean volatility."
2948,8,False,"Standard volatility squeeze with volume, needs precise exit rule.","A volatility squeeze strategy using Bollinger Bands and Keltner Channels crossovers, entering trades when bands break outward with volume surge confirmation and exiting on channel reversion."
2949,8,False,"Volatility and volume based, clear entry but vague exit.","Trade volatility contractions using a combination of Bollinger Band width percentile and Keltner Channel squeeze, entering on confirmed expansion with volume surge and exiting at opposing channel boundaries."
2950,1,True,Requires liquidation cluster data (external feed).,"Enter long positions when price retraces to within 0.5% of a 7-day liquidation cluster level (aggregated long/short ratio) with Bollinger Band width below its 10-day average, exiting at 2x the 14-day ATR."
2951,1,True,Requires order book imbalance data (external feed).,"Trade breakouts following clustered liquidation levels detected via order book imbalance, entering on a confirmed volatility expansion using Keltner Channel width, with exits at opposing channel bands."
2952,8,False,"Uses OHLCV indicators, clear entry and exit logic.","Enter long positions when Chaikin Money Flow crosses above zero during a Bollinger Bandwidth contraction (squeeze), exit at upper Bollinger Band plus 1x ATR with trailing stop based on parabolic SAR."
2953,7,False,"Uses OHLCV indicators, but 4-hour pivot is different timeframe.","Combine Vortex Indicator (VI) crossover with volume surge confirmation to detect emerging trends, using ADX for trend strength filtering and exits triggered by a 4-hour close below/above the 20-period dynamic pivot."
2954,1,True,Requires liquidation zones and funding rates (external feeds).,"Enter short positions when price approaches high liquidation zones (identified via clustered stop-loss levels and funding rate extremes) during low volatility (Bollinger Band squeeze), exiting upon a volatility spike signaled by a 2x surge in 1-hour Bollinger Band width."
2955,8,False,"Uses OHLCV indicators (CMO, HV), clear entry/exit.","A strategy combining Chande Momentum Oscillator cross above 50 with 10-day historical volatility dropping below 20-day volatility, exiting on CMO reversal below 40."
2956,8,False,"Uses OHLCV indicators (ROC, VWAP/MACD, SMA), clear logic.","Enter long when the 3-day Rate of Change exceeds 5% alongside a 20-period Volume-Weighted MACD crossover, exiting on a 2-day closing price reversal below the 5-period SMA."
2957,8,False,"OHLCV indicators (ADX, BB, SAR), clear entry/exit.","Trend-continuation strategy triggered when ADX rises above 30 coinciding with Bollinger Band squeeze (20-day SMA width < 10-day low), exiting on upper/lower band touch with confirmation from parabolic SAR reversal."
2958,8,False,"OHLCV indicators (Chaikin, volume, SAR, ATR), clear logic.","Trade breakouts when the Chaikin Oscillator crosses zero with confirming volume surge, paired with a parabolic SAR trailing stop adjusted by recent average true range."
2959,1,True,Requires funding rates and on-chain data (external feeds).,"Short volatility during high funding rate periods when price breaks below a rolling liquidity cluster level, targeting exits at detected liquidation cascades via on-chain leverage data and order book imbalance."
2960,9,False,"Pure OHLCV (Donchian, volume, SAR), clear entry/exit.","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the 50-period volume moving average spikes above its 90th percentile, with exits based on parabolic SAR reversals."
2961,7,False,"Uses OHLCV, but 'historical volatility percentile' is vague.","Enter long positions when a 4-hour RSI divergence coincides with a Bollinger Band squeeze below historical volatility percentile, exiting on a parabolic SAR reversal above the 20-period SMA."
2962,9,False,"Classic MA breakout with volume, clear R:R and ATR exit.","Trade breakouts when price crosses a 50-period moving average while volume spikes above its 20-day average, with exits triggered by a 2:1 reward-to-risk ratio or a trailing stop based on ATR."
2963,7,False,"Volatility/volume based, but 'reversion signals' are vague.","Volatility contraction strategy using Bollinger Bands exiting Keltner Channel with volume confirmation, entering on reversion signals when bands converge back within Keltner thresholds."
2964,9,False,"OHLCV indicators (BB, VWAP, volume, ATR), clear rules.","Enter long when price breaks above a narrowing Bollinger Band width (volatility contraction) and closes above VWAP with above-average volume, exiting on a 2x ATR trailing stop."
2965,9,False,"Volatility contraction with volume, clear exit on band touch.","Trade breakouts when the 20-period Bollinger Band width contracts to its lowest level in 30 days while volume spikes above its 10-day average, with exits on Bollinger Band touch."
2966,8,False,"Volatility/volume/ADX based, clear entry but vague exit decay.","Trade volatility squeeze breakouts using a dual confirmation of Bollinger Band width contraction followed by Keltner Channel expansion, with entries triggered by a volume spike and exits determined by ADX trend strength decay."
2967,8,False,"OHLCV indicators (BB, ADX, Chandelier), clear entry/exit.","Combine Bollinger Band squeeze with ADX trend strength: long/short on breakout when ADX rises above 25 and price closes outside the bands, using a trailing stop based on Chandelier Exit."
2968,8,False,"OHLCV indicators (Donchian, EOM, ATR), clear trailing stop.","A volatility breakout strategy that triggers when price exceeds the 20-period Donchian Channel with confirmation from a spike in Ease of Movement (EOM) value, using a trailing stop set at 1.5x the 14-period ATR."
2969,9,False,"Pure OHLCV (Donchian, BB width), clear volatility logic.","Trade breakouts when price crosses a 20-period Donchian channel while the Bollinger Bands width is at its lowest level in 14 days, signaling a volatility contraction before expansion."
2970,9,False,"Pure OHLCV indicators, clear entry/exit rules, works on crypto","Trade breakouts when price crosses a 50-period EMA while the Bollinger Band width is at its lowest level in 20 days, with exits on a 2:1 reward-risk ratio."
2971,1,True,Requires exchange heatmap and funding rate data,"Exploit liquidation cascades by entering short positions when high-leverage long clusters form (detected via exchange heatmap) and price breaches a volatility-adjusted dynamic support level, exiting upon 24h funding rate reversal."
2972,7,False,Uses OHLCV but liquidation spike data is external,"Trade long after a 24-hour liquidation spike exceeding the 95th percentile, confirmed by bullish engulfing patterns and rising OBV, exiting at RSI >60 or 48-hour hold."
2973,8,False,"Pure price/volume indicators, clear logic","Fade extreme Bollinger Band squeezes when accompanied by a sudden spike in volume, entering on the breakout confirmation and exiting at the opposite band."
2974,9,False,"OHLCV only, clear entry/exit rules","A breakout strategy that triggers when price crosses a 20-day high/low while the Chaikin Money Flow confirms the move with above-average volume, exiting on a 2:1 risk-reward ratio."
2975,9,False,"Pure OHLCV indicators, clear rules","Trade breakouts when the 20-period Bollinger Band width contracts to its lowest level in 30 days while volume spikes above its 50-day average, targeting 1.5x ATR for exits."
2976,8,False,"OHLCV only, clear entry/exit logic","Enter long/short positions when price exits a Bollinger Band squeeze (20-period, 2σ) while the Elder Force Index crosses zero, with exits triggered by a reversal in TSI (True Strength Index) above/below its signal line."
2977,9,False,"Pure price indicators, clear breakout logic","A breakout strategy that triggers when price crosses a 20-day Donchian channel while the Bollinger Band width is at a 30-day low, signaling compressed volatility before expansion."
2978,1,True,Requires heatmap and order book data,"Trade breakouts when price approaches liquidation clusters identified via heatmap analysis, confirmed by order book imbalance signals, targeting the subsequent liquidity void with volatility-adjusted position sizing."
2979,1,True,Requires order book depth data,"Trade long when order book depth shows clustered liquidation levels within 1% of current price and 1-hour ATR drops below 30-day average, exiting at 2x ATR from entry."
2980,8,False,"OHLCV only, clear entry/exit rules","Combine Elder Force Index crossover above zero with Bollinger Band squeeze (bands within 1σ) for long entries, exiting via trailing stop at 3x 14-period ATR."
2981,8,False,"Pure OHLCV indicators, clear logic","A strategy that combines the Vortex Indicator's trend confirmation with the KST momentum oscillator, entering trades when both align above/below key thresholds and exiting on KST divergence against price."
2982,8,False,"OHLCV only, clear entry/exit conditions","Combine Vortex Indicator trend confirmation with Choppiness Index thresholds to enter breakouts during low-choppiness phases, exiting when ADX slope flattens below 25."
2983,8,False,"Pure price/volume indicators, works on crypto","Trade volatility contractions by entering when the 4-hour Bollinger Band width hits a 10-day low and price breaks the band with 1.5x average volume, exiting at opposing Keltner Channel levels."
2984,8,False,"OHLCV only, clear breakout logic","Trade breakouts when price crosses a 20-period Donchian channel while the 50-period volume moving average spikes above 2 standard deviations, with exits on Bollinger Band squeezes."
2985,9,False,"Pure OHLCV, clear entry/exit rules",A Bollinger Band squeeze strategy that triggers entry when price breaks the upper band with volume exceeding twice the 20-day average and exits on a lower Bollinger Band touch or 3% trailing stop.
2986,8,False,"OHLCV only, clear entry/exit conditions","Enter long positions when Bollinger Bands width contracts below a 10-day threshold and Chaikin Money Flow crosses above zero, exiting on a 5% trailing stop or after 3 days."
2987,1,True,References VIX and requires external data,"Long volatility strategy entering when Bollinger Band width expands beyond two historical deviations and RSI crosses below 30, exiting on a 5-period SMA crossover with dynamic position sizing based on VIX contango/backwardation."
2988,7,False,Uses OHLCV but historical percentiles need external data,"Trade volatility contractions by entering when price breaks a dynamic VWAP band tightened by ATR, exiting on reversion to mean or expansion beyond historical volatility percentiles."
2989,1,True,Requires funding rates and open interest data,"Short positions triggered when a 4-hour Bollinger Band squeeze coincides with a spike in negative funding rates and a sharp drop in open interest, targeting cascading liquidations with stops above recent swing highs."
2990,9,False,"Pure OHLCV indicators, clear rules","A breakout strategy that triggers when price crosses both a 20-period and 50-period exponential moving average simultaneously, with confirmation from volume exceeding its 10-day average."
2991,8,False,"OHLCV only, clear breakout logic","Trade volatility contractions using a Bollinger Band-Keltner Channel squeeze, entering on breakout confirmed by volume surge and exiting when price closes beyond opposite band."
2992,9,False,"Pure OHLCV indicators, clear entry/exit rules","A breakout strategy that triggers when price crosses a 20-day Donchian channel while the ADX rises above 25 and volume exceeds its 50-day average, with exits on a 2:1 risk-reward ratio."
2993,7,False,OHLCV but historical percentiles need external data,"A volatility contraction breakout strategy using ADX below 20, Bollinger Band width at 10-day lows, and confirming volume spike above 5-day average for entries, exiting on volatility expansion beyond historical percentile thresholds."
2994,1,True,Requires order book liquidity data,"Contrarian entries when OBV diverges from price amid thinning order book liquidity near key levels, exiting via trailing stops adjusted by recent volatility spikes."
2995,10,False,"Pure OHLCV indicators, clear entry/exit rules, perfect for crypto 15m","A breakout strategy that triggers when price crosses both a 20-day and 50-day moving average simultaneously on above-average volume, with exits based on a trailing 2x ATR stop."
